Date,Location,ShortName,LongName,Census2019,Administered_Dose2,Series_Complete_18Plus,Series_Complete_Pop_Pct
2021-04-08,PA,PAA,Pennsylvania,12801989,,2474869,19.4
2021-04-08,PR,PRA,Puerto Rico,3193694,,464702,14.6
2021-04-08,RI,RIA,Rhode Island,1059361,,274907,26.0
2021-04-08,RP,RPA,Republic of Palau,17907,,5629,31.4
2021-04-08,SC,SCA,South Carolina,5148714,,942061,18.3
2021-04-08,SD,SDA,South Dakota,884659,,229040,26.0
2021-04-08,TN,TNA,Tennessee,6829174,,1127706,16.5
2021-04-08,TX,TXA,Texas,28995881,,5032906,17.5
2021-04-08,UT,UTA,Utah,3205958,,467395,14.6
2021-04-08,VA,VAA,Virginia,8535519,,1765728,20.7
2021-04-08,VA2,VA2,Veterans Health,0,,1879210,0.0
2021-04-08,VI,VIA,Virgin Islands,104680,,18489,17.8
2021-04-08,VT,VTA,Vermont,623989,,145328,23.3
2021-04-08,WA,WAA,Washington,7614893,,1646832,21.7
2021-04-08,WI,WIA,Wisconsin,5822434,,1300810,22.4
2021-04-08,WV,WVA,West Virginia,1792147,,395414,22.1
2021-04-08,WY,WYA,Wyoming,578759,,119919,20.8
2021-04-08,LTC,LTC,Long Term Care,,,,
2021-04-09,US,USA,United States,331996199,,68044825,20.5
2021-04-09,AK,AKA,Alaska,731545,,187548,26.0
2021-04-09,AL,ALA,Alabama,4903185,,787868,16.1
2021-04-09,AR,ARA,Arkansas,3017804,,532449,17.7
2021-04-09,AS,ASA,American Samoa,55689,,14286,26.5
2021-04-09,AZ,AZA,Arizona,7278717,,1490814,20.5
2021-04-09,BP2,BP2,Bureau of Prisons,0,,51946,0.0
2021-04-09,CA,CAA,California,39512223,,7801270,19.8
2021-04-09,CO,COA,Colorado,5758736,,1205144,21.0
2021-04-09,CT,CTA,Connecticut,3565287,,918789,25.8
2021-04-09,DC,DCA,District of Columbia,705749,,125413,17.8
2021-04-09,DD2,DD2,Dept of Defense,0,,778180,0.0
2021-04-09,DE,DEA,Delaware,973764,,193829,19.9
2021-04-09,FL,FLA,Florida,21477737,,4249189,19.8
2021-04-09,FM,FMA,Federated States of Micronesia,103643,,10358,10.0
2021-04-09,GA,GAA,Georgia,10617423,,1586220,15.0
2021-04-09,GU,GUA,Guam,165768,,35608,21.5
2021-04-09,HI,HIA,Hawaii,1415872,,333430,23.6
2021-04-09,IA,IAA,Iowa,3155070,,731613,23.2
2021-04-09,ID,IDA,Idaho,1787065,,352141,19.7
2021-04-09,IH2,IH2,Indian Health Svc,2082813,,419432,20.4
2021-04-09,IL,ILA,Illinois,12671821,,2539418,20.1
2021-04-09,IN,INA,Indiana,6732219,,1325491,19.7
2021-04-09,KS,KSA,Kansas,2913314,,608839,20.9
2021-04-09,KY,KYA,Kentucky,4467673,,988570,22.2
2021-04-09,LA,LAA,Louisiana,4648794,,917207,19.8
2021-04-09,MA,MAA,Massachusetts,6892503,,1623572,23.6
2021-04-09,MD,MDA,Maryland,6045680,,1340596,22.2
2021-04-09,ME,MEA,Maine,1344212,,351718,26.2
2021-04-09,MH,MHA,Marshall Islands,58413,,9251,15.8
2021-04-09,MI,MIA,Michigan,9986857,,2096157,21.0
2021-04-09,MN,MNA,Minnesota,5639632,,1325736,23.5
2021-04-09,MO,MOA,Missouri,6137428,,1164274,19.0
2021-04-09,MP,MPA,Northern Mariana Islands,56882,,13233,23.3
2021-04-09,MS,MSA,Mississippi,2976149,,541018,18.2
2021-04-09,MT,MTA,Montana,1068778,,247186,23.2
2021-04-09,NC,NCA,North Carolina,10488084,,2082293,19.9
2021-04-09,ND,NDA,North Dakota,762062,,190001,25.0
2021-04-09,NE,NEA,Nebraska,1934408,,437913,22.7
2021-04-09,NH,NHA,New Hampshire,1359711,,300726,22.2
2021-04-09,NJ,NJA,New Jersey,8882190,,2146133,24.2
2021-04-09,NM,NMA,New Mexico,2096829,,582650,28.0
2021-04-09,NV,NVA,Nevada,3080156,,603358,19.6
2021-04-09,NY,NYA,New York State,19453561,,4532355,23.3
2021-04-09,OH,OHA,Ohio,11689100,,2433698,20.8
2021-04-09,OK,OKA,Oklahoma,3956971,,873875,22.2
2021-04-09,OR,ORA,Oregon,4217737,,865486,20.6
2021-04-09,PA,PAA,Pennsylvania,12801989,,2507438,19.6
2021-04-09,PR,PRA,Puerto Rico,3193694,,472291,14.8
2021-04-09,RI,RIA,Rhode Island,1059361,,279966,26.5
2021-04-09,RP,RPA,Republic of Palau,17907,,5919,33.1
2021-04-09,SC,SCA,South Carolina,5148714,,965599,18.8
2021-04-09,SD,SDA,South Dakota,884659,,234725,26.6
2021-04-09,TN,TNA,Tennessee,6829174,,1157594,17.0
2021-04-09,TX,TXA,Texas,28995881,,5224796,18.2
2021-04-09,UT,UTA,Utah,3205958,,487660,15.3
2021-04-09,VA,VAA,Virginia,8535519,,1811834,21.3
2021-04-09,VA2,VA2,Veterans Health,0,,1906707,0.0
2021-04-09,VI,VIA,Virgin Islands,104680,,19089,18.4
2021-04-09,VT,VTA,Vermont,623989,,151012,24.2
2021-04-09,WA,WAA,Washington,7614893,,1685374,22.2
2021-04-09,WI,WIA,Wisconsin,5822434,,1351580,23.3
2021-04-09,WV,WVA,West Virginia,1792147,,410336,22.9
2021-04-09,WY,WYA,Wyoming,578759,,120070,20.8
2021-04-09,LTC,LTC,Long Term Care,,,,
2021-04-10,US,USA,United States,331996199,,70520980,21.3
2021-04-10,AK,AKA,Alaska,731545,,192107,26.6
2021-04-10,AL,ALA,Alabama,4903185,,810836,16.5
2021-04-10,AR,ARA,Arkansas,3017804,,550718,18.3
2021-04-10,AS,ASA,American Samoa,55689,,14286,26.5
2021-04-10,AZ,AZA,Arizona,7278717,,1535368,21.2
2021-04-10,BP2,BP2,Bureau of Prisons,0,,53095,0.0
2021-04-10,CA,CAA,California,39512223,,8087318,20.5
2021-04-10,CO,COA,Colorado,5758736,,1247032,21.7
2021-04-10,CT,CTA,Connecticut,3565287,,943066,26.5
2021-04-10,DC,DCA,District of Columbia,705749,,130306,18.5
2021-04-10,DD2,DD2,Dept of Defense,0,,792536,0.0
2021-04-10,DE,DEA,Delaware,973764,,200865,20.6
2021-04-10,FL,FLA,Florida,21477737,,4388557,20.4
2021-04-10,FM,FMA,Federated States of Micronesia,103643,,10663,10.3
2021-04-10,GA,GAA,Georgia,10617423,,1590144,15.0
2021-04-10,GU,GUA,Guam,165768,,35765,21.6
2021-04-10,HI,HIA,Hawaii,1415872,,334337,23.7
2021-04-10,IA,IAA,Iowa,3155070,,753909,23.9
2021-04-10,ID,IDA,Idaho,1787065,,362070,20.3
2021-04-10,IH2,IH2,Indian Health Svc,2082813,,429381,20.9
2021-04-10,IL,ILA,Illinois,12671821,,2632960,20.8
2021-04-10,IN,INA,Indiana,6732219,,1356040,20.2
2021-04-10,KS,KSA,Kansas,2913314,,633059,21.8
2021-04-10,KY,KYA,Kentucky,4467673,,1026373,23.0
2021-04-10,LA,LAA,Louisiana,4648794,,942630,20.3
2021-04-10,MA,MAA,Massachusetts,6892503,,1683557,24.5
2021-04-10,MD,MDA,Maryland,6045680,,1396109,23.1
2021-04-10,ME,MEA,Maine,1344212,,368386,27.4
2021-04-10,MH,MHA,Marshall Islands,58413,,9616,16.5
2021-04-10,MI,MIA,Michigan,9986857,,2173867,21.8
2021-04-10,MN,MNA,Minnesota,5639632,,1356782,24.1
2021-04-10,MO,MOA,Missouri,6137428,,1200528,19.6
2021-04-10,MP,MPA,Northern Mariana Islands,56882,,13572,23.9
2021-04-10,MS,MSA,Mississippi,2976149,,556215,18.7
2021-04-10,MT,MTA,Montana,1068778,,254525,23.9
2021-04-10,NC,NCA,North Carolina,10488084,,2159904,20.6
2021-04-10,ND,NDA,North Dakota,762062,,197471,26.0
2021-04-10,NE,NEA,Nebraska,1934408,,438577,22.7
2021-04-10,NH,NHA,New Hampshire,1359711,,313079,23.1
2021-04-10,NJ,NJA,New Jersey,8882190,,2228789,25.2
2021-04-10,NM,NMA,New Mexico,2096829,,599255,28.8
2021-04-10,NV,NVA,Nevada,3080156,,623773,20.3
2021-04-10,NY,NYA,New York State,19453561,,4687406,24.1
2021-04-10,OH,OHA,Ohio,11689100,,2521772,21.6
2021-04-10,OK,OKA,Oklahoma,3956971,,898549,22.8
2021-04-10,OR,ORA,Oregon,4217737,,895053,21.3
2021-04-10,PA,PAA,Pennsylvania,12801989,,2770189,21.7
2021-04-10,PR,PRA,Puerto Rico,3193694,,489285,15.3
2021-04-10,RI,RIA,Rhode Island,1059361,,287006,27.1
2021-04-10,RP,RPA,Republic of Palau,17907,,5919,33.1
2021-04-10,SC,SCA,South Carolina,5148714,,997265,19.4
2021-04-10,SD,SDA,South Dakota,884659,,242602,27.5
2021-04-10,TN,TNA,Tennessee,6829174,,1191245,17.5
2021-04-10,TX,TXA,Texas,28995881,,5458548,19.0
2021-04-10,UT,UTA,Utah,3205958,,513678,16.1
2021-04-10,VA,VAA,Virginia,8535519,,1869544,22.0
2021-04-10,VA2,VA2,Veterans Health,0,,1952827,0.0
2021-04-10,VI,VIA,Virgin Islands,104680,,19613,18.9
2021-04-10,VT,VTA,Vermont,623989,,158106,25.4
2021-04-10,WA,WAA,Washington,7614893,,1734159,22.8
2021-04-10,WI,WIA,Wisconsin,5822434,,1407890,24.2
2021-04-10,WV,WVA,West Virginia,1792147,,425507,23.8
2021-04-10,WY,WYA,Wyoming,578759,,120356,20.8
2021-04-10,LTC,LTC,Long Term Care,,,,
2021-04-11,US,USA,United States,331996199,,72446679,21.9
2021-04-11,AK,AKA,Alaska,731545,,195966,27.2
2021-04-11,AL,ALA,Alabama,4903185,,819043,16.7
2021-04-11,AR,ARA,Arkansas,3017804,,566165,18.8
2021-04-11,AS,ASA,American Samoa,55689,,14395,26.7
2021-04-11,AZ,AZA,Arizona,7278717,,1574199,21.7
2021-04-11,BP2,BP2,Bureau of Prisons,0,,53264,0.0
2021-04-11,CA,CAA,California,39512223,,8307417,21.1
2021-04-11,CO,COA,Colorado,5758736,,1283079,22.3
2021-04-11,CT,CTA,Connecticut,3565287,,973654,27.3
2021-04-11,DC,DCA,District of Columbia,705749,,135044,19.2
2021-04-11,DD2,DD2,Dept of Defense,0,,811502,0.0
2021-04-11,DE,DEA,Delaware,973764,,209021,21.5
2021-04-11,FL,FLA,Florida,21477737,,4521728,21.1
2021-04-11,FM,FMA,Federated States of Micronesia,103643,,10665,10.3
2021-04-11,GA,GAA,Georgia,10617423,,1592905,15.0
2021-04-11,GU,GUA,Guam,165768,,36182,21.8
2021-04-11,HI,HIA,Hawaii,1415872,,344796,24.4
2021-04-11,IA,IAA,Iowa,3155070,,782319,24.8
2021-04-11,ID,IDA,Idaho,1787065,,373189,20.9
2021-04-11,IH2,IH2,Indian Health Svc,2082813,,434960,21.2
2021-04-11,IL,ILA,Illinois,12671821,,2741185,21.7
2021-04-11,IN,INA,Indiana,6732219,,1381131,20.5
2021-04-11,KS,KSA,Kansas,2913314,,657885,22.6
2021-04-11,KY,KYA,Kentucky,4467673,,1058918,23.7
2021-04-11,LA,LAA,Louisiana,4648794,,966127,20.8
2021-04-11,MA,MAA,Massachusetts,6892503,,1734524,25.2
2021-04-11,MD,MDA,Maryland,6045680,,1432586,23.7
2021-04-11,ME,MEA,Maine,1344212,,369712,27.5
2021-04-11,MH,MHA,Marshall Islands,58413,,9727,16.7
2021-04-11,MI,MIA,Michigan,9986857,,2246863,22.5
2021-04-11,MN,MNA,Minnesota,5639632,,1411238,25.1
2021-04-11,MO,MOA,Missouri,6137428,,1236587,20.2
2021-04-11,MP,MPA,Northern Mariana Islands,56882,,14005,24.7
2021-04-11,MS,MSA,Mississippi,2976149,,570968,19.2
2021-04-11,MT,MTA,Montana,1068778,,262949,24.7
2021-04-11,NC,NCA,North Carolina,10488084,,2225302,21.3
2021-04-11,ND,NDA,North Dakota,762062,,202269,26.7
2021-04-11,NE,NEA,Nebraska,1934408,,453223,23.5
2021-04-11,NH,NHA,New Hampshire,1359711,,326685,24.1
2021-04-11,NJ,NJA,New Jersey,8882190,,2281143,25.8
2021-04-11,NM,NMA,New Mexico,2096829,,610333,29.4
2021-04-11,NV,NVA,Nevada,3080156,,643764,20.9
2021-04-11,NY,NYA,New York State,19453561,,4823644,24.8
2021-04-11,OH,OHA,Ohio,11689100,,2523481,21.6
2021-04-11,OK,OKA,Oklahoma,3956971,,922616,23.4
2021-04-11,OR,ORA,Oregon,4217737,,921068,21.9
2021-04-11,PA,PAA,Pennsylvania,12801989,,2831977,22.2
2021-04-11,PR,PRA,Puerto Rico,3193694,,506567,15.9
2021-04-11,RI,RIA,Rhode Island,1059361,,297273,28.1
2021-04-11,RP,RPA,Republic of Palau,17907,,6407,35.8
2021-04-11,SC,SCA,South Carolina,5148714,,1034169,20.1
2021-04-11,SD,SDA,South Dakota,884659,,249268,28.3
2021-04-11,TN,TNA,Tennessee,6829174,,1226286,18.0
2021-04-11,TX,TXA,Texas,28995881,,5603558,19.5
2021-04-11,UT,UTA,Utah,3205958,,514234,16.1
2021-04-11,VA,VAA,Virginia,8535519,,1928612,22.7
2021-04-11,VA2,VA2,Veterans Health,0,,1988126,0.0
2021-04-11,VI,VIA,Virgin Islands,104680,,19717,19.0
2021-04-11,VT,VTA,Vermont,623989,,163368,26.2
2021-04-11,WA,WAA,Washington,7614893,,1781910,23.4
2021-04-11,WI,WIA,Wisconsin,5822434,,1465750,25.2
2021-04-11,WV,WVA,West Virginia,1792147,,431706,24.1
2021-04-11,WY,WYA,Wyoming,578759,,131717,22.8
2021-04-11,LTC,LTC,Long Term Care,,,,
2021-04-12,US,USA,United States,331996199,,73871042,22.3
2021-04-12,AK,AKA,Alaska,731545,,198802,27.6
2021-04-12,AL,ALA,Alabama,4903185,,823533,16.8
2021-04-12,AR,ARA,Arkansas,3017804,,571734,19.0
2021-04-12,AS,ASA,American Samoa,55689,,14395,26.7
2021-04-12,AZ,AZA,Arizona,7278717,,1597343,22.0
2021-04-12,BP2,BP2,Bureau of Prisons,0,,53292,0.0
2021-04-12,CA,CAA,California,39512223,,8433198,21.4
2021-04-12,CO,COA,Colorado,5758736,,1308893,22.8
2021-04-12,CT,CTA,Connecticut,3565287,,1000671,28.1
2021-04-12,DC,DCA,District of Columbia,705749,,139102,19.8
2021-04-12,DD2,DD2,Dept of Defense,0,,820080,0.0
2021-04-12,DE,DEA,Delaware,973764,,212215,21.8
2021-04-12,FL,FLA,Florida,21477737,,4601550,21.4
2021-04-12,FM,FMA,Federated States of Micronesia,103643,,10709,10.3
2021-04-12,GA,GAA,Georgia,10617423,,1593949,15.0
2021-04-12,GU,GUA,Guam,165768,,36198,21.9
2021-04-12,HI,HIA,Hawaii,1415872,,356122,25.2
2021-04-12,IA,IAA,Iowa,3155070,,795255,25.3
2021-04-12,ID,IDA,Idaho,1787065,,379730,21.3
2021-04-12,IH2,IH2,Indian Health Svc,2082813,,437623,21.4
2021-04-12,IL,ILA,Illinois,12671821,,2814861,22.3
2021-04-12,IN,INA,Indiana,6732219,,1404131,20.9
2021-04-12,KS,KSA,Kansas,2913314,,665236,22.9
2021-04-12,KY,KYA,Kentucky,4467673,,1070897,24.0
2021-04-12,LA,LAA,Louisiana,4648794,,977568,21.1
2021-04-12,MA,MAA,Massachusetts,6892503,,1775215,25.8
2021-04-12,MD,MDA,Maryland,6045680,,1434004,23.8
2021-04-12,ME,MEA,Maine,1344212,,371560,27.7
2021-04-12,MH,MHA,Marshall Islands,58413,,9778,16.8
2021-04-12,MI,MIA,Michigan,9986857,,2303223,23.1
2021-04-12,MN,MNA,Minnesota,5639632,,1465840,26.0
2021-04-12,MO,MOA,Missouri,6137428,,1261896,20.6
2021-04-12,MP,MPA,Northern Mariana Islands,56882,,14006,24.7
2021-04-12,MS,MSA,Mississippi,2976149,,571303,19.2
2021-04-12,MT,MTA,Montana,1068778,,265311,24.9
2021-04-12,NC,NCA,North Carolina,10488084,,2267714,21.7
2021-04-12,ND,NDA,North Dakota,762062,,205841,27.1
2021-04-12,NE,NEA,Nebraska,1934408,,461078,23.9
2021-04-12,NH,NHA,New Hampshire,1359711,,339160,25.0
2021-04-12,NJ,NJA,New Jersey,8882190,,2327373,26.3
2021-04-12,NM,NMA,New Mexico,2096829,,616415,29.6
2021-04-12,NV,NVA,Nevada,3080156,,661844,21.5
2021-04-12,NY,NYA,New York State,19453561,,4920471,25.3
2021-04-12,OH,OHA,Ohio,11689100,,2677049,22.9
2021-04-12,OK,OKA,Oklahoma,3956971,,933187,23.7
2021-04-12,OR,ORA,Oregon,4217737,,939822,22.3
2021-04-12,PA,PAA,Pennsylvania,12801989,,2905871,22.7
2021-04-12,PR,PRA,Puerto Rico,3193694,,521570,16.3
2021-04-12,RI,RIA,Rhode Island,1059361,,303784,28.7
2021-04-12,RP,RPA,Republic of Palau,17907,,6409,35.8
2021-04-12,SC,SCA,South Carolina,5148714,,1058269,20.6
2021-04-12,SD,SDA,South Dakota,884659,,251317,28.5
2021-04-12,TN,TNA,Tennessee,6829174,,1241619,18.2
2021-04-12,TX,TXA,Texas,28995881,,5709073,19.9
2021-04-12,UT,UTA,Utah,3205958,,515013,16.1
2021-04-12,VA,VAA,Virginia,8535519,,1955051,23.0
2021-04-12,VA2,VA2,Veterans Health,0,,2024929,0.0
2021-04-12,VI,VIA,Virgin Islands,104680,,19816,19.1
2021-04-12,VT,VTA,Vermont,623989,,169531,27.2
2021-04-12,WA,WAA,Washington,7614893,,1827337,24.0
2021-04-12,WI,WIA,Wisconsin,5822434,,1496919,25.8
2021-04-12,WV,WVA,West Virginia,1792147,,432626,24.2
2021-04-12,WY,WYA,Wyoming,578759,,131772,22.8
2021-04-12,LTC,LTC,Long Term Care,,,,
2021-04-13,US,USA,United States,331996199,,75117813,22.7
2021-04-13,AK,AKA,Alaska,731545,,219168,30.4
2021-04-13,AL,ALA,Alabama,4903185,,843770,17.2
2021-04-13,AR,ARA,Arkansas,3017804,,575365,19.1
2021-04-13,AS,ASA,American Samoa,55689,,14395,26.7
2021-04-13,AZ,AZA,Arizona,7278717,,1613939,22.2
2021-04-13,BP2,BP2,Bureau of Prisons,0,,53398,0.0
2021-04-13,CA,CAA,California,39512223,,8526072,21.6
2021-04-13,CO,COA,Colorado,5758736,,1329730,23.1
2021-04-13,CT,CTA,Connecticut,3565287,,1019086,28.6
2021-04-13,DC,DCA,District of Columbia,705749,,143815,20.4
2021-04-13,DD2,DD2,Dept of Defense,0,,828308,0.0
2021-04-13,DE,DEA,Delaware,973764,,215070,22.1
2021-04-13,FL,FLA,Florida,21477737,,4648604,21.7
2021-04-13,FM,FMA,Federated States of Micronesia,103643,,10929,10.5
2021-04-13,GA,GAA,Georgia,10617423,,1735859,16.4
2021-04-13,GU,GUA,Guam,165768,,37737,22.8
2021-04-13,HI,HIA,Hawaii,1415872,,362710,25.7
2021-04-13,IA,IAA,Iowa,3155070,,802797,25.5
2021-04-13,ID,IDA,Idaho,1787065,,382357,21.4
2021-04-13,IH2,IH2,Indian Health Svc,2082813,,440465,21.5
2021-04-13,IL,ILA,Illinois,12671821,,2851368,22.6
2021-04-13,IN,INA,Indiana,6732219,,1410514,21.0
2021-04-13,KS,KSA,Kansas,2913314,,673363,23.2
2021-04-13,KY,KYA,Kentucky,4467673,,1075880,24.1
2021-04-13,LA,LAA,Louisiana,4648794,,984448,21.2
2021-04-13,MA,MAA,Massachusetts,6892503,,1799298,26.2
2021-04-13,MD,MDA,Maryland,6045680,,1495197,24.8
2021-04-13,ME,MEA,Maine,1344212,,398151,29.6
2021-04-13,MH,MHA,Marshall Islands,58413,,9942,17.0
2021-04-13,MI,MIA,Michigan,9986857,,2322657,23.3
2021-04-13,MN,MNA,Minnesota,5639632,,1481116,26.3
2021-04-13,MO,MOA,Missouri,6137428,,1285797,21.0
2021-04-13,MP,MPA,Northern Mariana Islands,56882,,14165,24.9
2021-04-13,MS,MSA,Mississippi,2976149,,576328,19.4
2021-04-13,MT,MTA,Montana,1068778,,267203,25.1
2021-04-13,NC,NCA,North Carolina,10488084,,2284929,21.8
2021-04-13,ND,NDA,North Dakota,762062,,205871,27.1
2021-04-13,NE,NEA,Nebraska,1934408,,484584,25.1
2021-04-13,NH,NHA,New Hampshire,1359711,,345618,25.5
2021-04-13,NJ,NJA,New Jersey,8882190,,2382935,26.9
2021-04-13,NM,NMA,New Mexico,2096829,,618994,29.8
2021-04-13,NV,NVA,Nevada,3080156,,665883,21.6
2021-04-13,NY,NYA,New York State,19453561,,5024246,25.9
2021-04-13,OH,OHA,Ohio,11689100,,2704623,23.2
2021-04-13,OK,OKA,Oklahoma,3956971,,946228,24.0
2021-04-13,OR,ORA,Oregon,4217737,,953522,22.7
2021-04-13,PA,PAA,Pennsylvania,12801989,,2976592,23.3
2021-04-13,PR,PRA,Puerto Rico,3193694,,531292,16.6
2021-04-13,RI,RIA,Rhode Island,1059361,,311638,29.5
2021-04-13,RP,RPA,Republic of Palau,17907,,6910,38.6
2021-04-13,SC,SCA,South Carolina,5148714,,1066305,20.7
2021-04-13,SD,SDA,South Dakota,884659,,252012,28.6
2021-04-13,TN,TNA,Tennessee,6829174,,1246331,18.3
2021-04-13,TX,TXA,Texas,28995881,,5815812,20.2
2021-04-13,UT,UTA,Utah,3205958,,545208,17.1
2021-04-13,VA,VAA,Virginia,8535519,,1992351,23.4
2021-04-13,VA2,VA2,Veterans Health,0,,2029391,0.0
2021-04-13,VI,VIA,Virgin Islands,104680,,20331,19.6
2021-04-13,VT,VTA,Vermont,623989,,173151,27.8
2021-04-13,WA,WAA,Washington,7614893,,1856691,24.4
2021-04-13,WI,WIA,Wisconsin,5822434,,1506770,25.9
2021-04-13,WV,WVA,West Virginia,1792147,,435664,24.4
2021-04-13,WY,WYA,Wyoming,578759,,133932,23.2
2021-04-13,LTC,LTC,Long Term Care,,,,
2021-04-14,US,USA,United States,331996199,,76465698,23.1
2021-04-14,AK,AKA,Alaska,731545,,221822,30.8
2021-04-14,AL,ALA,Alabama,4903185,,867870,17.7
2021-04-14,AR,ARA,Arkansas,3017804,,588919,19.6
2021-04-14,AS,ASA,American Samoa,55689,,14781,27.4
2021-04-14,AZ,AZA,Arizona,7278717,,1638234,22.6
2021-04-14,BP2,BP2,Bureau of Prisons,0,,54008,0.0
2021-04-14,CA,CAA,California,39512223,,8668145,22.0
2021-04-14,CO,COA,Colorado,5758736,,1355144,23.6
2021-04-14,CT,CTA,Connecticut,3565287,,1039315,29.2
2021-04-14,DC,DCA,District of Columbia,705749,,147492,20.9
2021-04-14,DD2,DD2,Dept of Defense,0,,847222,0.0
2021-04-14,DE,DEA,Delaware,973764,,221900,22.8
2021-04-14,FL,FLA,Florida,21477737,,4700975,21.9
2021-04-14,FM,FMA,Federated States of Micronesia,103643,,11081,10.7
2021-04-14,GA,GAA,Georgia,10617423,,1779949,16.8
2021-04-14,GU,GUA,Guam,165768,,39014,23.6
2021-04-14,HI,HIA,Hawaii,1415872,,371521,26.3
2021-04-14,IA,IAA,Iowa,3155070,,819980,26.0
2021-04-14,ID,IDA,Idaho,1787065,,377984,21.2
2021-04-14,IH2,IH2,Indian Health Svc,2082813,,448426,21.9
2021-04-14,IL,ILA,Illinois,12671821,,2867394,22.7
2021-04-14,IN,INA,Indiana,6732219,,1418981,21.1
2021-04-14,KS,KSA,Kansas,2913314,,688226,23.7
2021-04-14,KY,KYA,Kentucky,4467673,,1108900,24.9
2021-04-14,LA,LAA,Louisiana,4648794,,989707,21.3
2021-04-14,MA,MAA,Massachusetts,6892503,,1844494,26.8
2021-04-14,MD,MDA,Maryland,6045680,,1531231,25.4
2021-04-14,ME,MEA,Maine,1344212,,404661,30.1
2021-04-14,MH,MHA,Marshall Islands,58413,,9943,17.0
2021-04-14,MI,MIA,Michigan,9986857,,2367519,23.7
2021-04-14,MN,MNA,Minnesota,5639632,,1493508,26.5
2021-04-14,MO,MOA,Missouri,6137428,,1294078,21.1
2021-04-14,MP,MPA,Northern Mariana Islands,56882,,14354,25.3
2021-04-14,MS,MSA,Mississippi,2976149,,588271,19.8
2021-04-14,MT,MTA,Montana,1068778,,268772,25.2
2021-04-14,NC,NCA,North Carolina,10488084,,2347839,22.5
2021-04-14,ND,NDA,North Dakota,762062,,207721,27.4
2021-04-14,NE,NEA,Nebraska,1934408,,496008,25.7
2021-04-14,NH,NHA,New Hampshire,1359711,,351074,25.9
2021-04-14,NJ,NJA,New Jersey,8882190,,2436171,27.5
2021-04-14,NM,NMA,New Mexico,2096829,,626826,30.2
2021-04-14,NV,NVA,Nevada,3080156,,675564,22.0
2021-04-14,NY,NYA,New York State,19453561,,5125810,26.4
2021-04-14,OH,OHA,Ohio,11689100,,2767258,23.7
2021-04-14,OK,OKA,Oklahoma,3956971,,951685,24.2
2021-04-14,OR,ORA,Oregon,4217737,,967221,23.0
2021-04-14,PA,PAA,Pennsylvania,12801989,,3043919,23.8
2021-04-14,PR,PRA,Puerto Rico,3193694,,545540,17.1
2021-04-14,RI,RIA,Rhode Island,1059361,,315849,29.8
2021-04-14,RP,RPA,Republic of Palau,17907,,7437,41.5
2021-04-14,SC,SCA,South Carolina,5148714,,1083426,21.1
2021-04-14,SD,SDA,South Dakota,884659,,255235,28.9
2021-04-14,TN,TNA,Tennessee,6829174,,1258372,18.5
2021-04-14,TX,TXA,Texas,28995881,,5945983,20.7
2021-04-14,UT,UTA,Utah,3205958,,561466,17.6
2021-04-14,VA,VAA,Virginia,8535519,,2038140,23.9
2021-04-14,VA2,VA2,Veterans Health,0,,2059128,0.0
2021-04-14,VI,VIA,Virgin Islands,104680,,20900,20.1
2021-04-14,VT,VTA,Vermont,623989,,176996,28.4
2021-04-14,WA,WAA,Washington,7614893,,1891117,24.9
2021-04-14,WI,WIA,Wisconsin,5822434,,1526050,26.3
2021-04-14,WV,WVA,West Virginia,1792147,,439428,24.6
2021-04-14,WY,WYA,Wyoming,578759,,135443,23.4
2021-04-14,LTC,LTC,Long Term Care,,,,
2021-04-15,US,USA,United States,331996199,,78267353,23.6
2021-04-15,AK,AKA,Alaska,731545,,221912,30.8
2021-04-15,AL,ALA,Alabama,4903185,,892187,18.2
2021-04-15,AR,ARA,Arkansas,3017804,,604732,20.1
2021-04-15,AS,ASA,American Samoa,55689,,14781,27.4
2021-04-15,AZ,AZA,Arizona,7278717,,1665014,23.0
2021-04-15,BP2,BP2,Bureau of Prisons,0,,54074,0.0
2021-04-15,CA,CAA,California,39512223,,8927488,22.7
2021-04-15,CO,COA,Colorado,5758736,,1374764,23.9
2021-04-15,CT,CTA,Connecticut,3565287,,1057621,29.7
2021-04-15,DC,DCA,District of Columbia,705749,,152723,21.7
2021-04-15,DD2,DD2,Dept of Defense,0,,867782,0.0
2021-04-15,DE,DEA,Delaware,973764,,228994,23.5
2021-04-15,FL,FLA,Florida,21477737,,4815052,22.4
2021-04-15,FM,FMA,Federated States of Micronesia,103643,,11085,10.7
2021-04-15,GA,GAA,Georgia,10617423,,1832696,17.3
2021-04-15,GU,GUA,Guam,165768,,40275,24.3
2021-04-15,HI,HIA,Hawaii,1415872,,378515,26.8
2021-04-15,IA,IAA,Iowa,3155070,,836860,26.6
2021-04-15,ID,IDA,Idaho,1787065,,385507,21.6
2021-04-15,IH2,IH2,Indian Health Svc,2082813,,456399,22.3
2021-04-15,IL,ILA,Illinois,12671821,,2939883,23.3
2021-04-15,IN,INA,Indiana,6732219,,1448962,21.5
2021-04-15,KS,KSA,Kansas,2913314,,708104,24.4
2021-04-15,KY,KYA,Kentucky,4467673,,1139309,25.6
2021-04-15,LA,LAA,Louisiana,4648794,,1016206,21.9
2021-04-15,MA,MAA,Massachusetts,6892503,,1887735,27.5
2021-04-15,MD,MDA,Maryland,6045680,,1564284,25.9
